,Statment,condition
776,"A bank business day is a day on which the commercial banks are open for regular business in Luxembourg and  settle payments.Order acceptance  All subscription, redemption and exchange orders are placed on the basis of an unknown net asset value per share.",0.0
777,Orders received by the Management Company or the paying agent at or before 4:00 PM Luxembourg time on a valuation date are processed on the basis of the net asset value per share on the next valuation date.,0.0
778,"Orders received after 4:00 PM Luxembourg time are processed on the basis of the net asset value per share on the valuation date immediately following that next valuation date.Value date  In the case of a purchase, the equivalent value is charged two bank business days after issue of the shares.",0.0
779,"The equivalent value is credited within two bank business days after redemption of the shares.Distribution policy Annual distributionInitial sales charge Up to 3% (payable by the shareholder)Redemption fee Up to 2.5% p.a., currently 0% (payable by the shareholder)All-in fee* Up to 1% p.a.",0.0
780,(payable from the net assets of sub-fund) Issue of fractional shares Up to three decimal placesTaxe d™abonnement 0.05% p.a.,0.0
781,"(payable from the net assets of sub-fund)For the sub-fund with the name DWS  Zinseinkommen, the following provisions shall apply in addition to the regulations set out in the general section of the sales prospectus.Investment policyThe objective of the investment policy of  DWS Zinseinkommen is to achieve an apprecia-tion of capital in euro.",0.0
782,The sub-fund shall acquire securities denomi-nated in euro or hedged against the euro.,1.0
783,"In so doing, the focus shall be on government bonds, corporate bonds and covered bonds, which have investment grade status at the time of their acquisition.The sub-fund™s investments in asset-backed securities and subordinate bonds are limited to 20% of the sub-fund™s assets in each case.",0.0
784,"Furthermore, the sub-fund™s assets may be invested in money market and near money market securities.",0.0
785,"In compliance with the invest-ment limits specified in article 2 B. of the general section of the sales prospectus, the investment policy shall also be implemented through the use of suitable derivative financial instruments such as, for example, all types of swap transactions, forward transactions and option transactions.The sub-fund may not invest in contingent convertibles.",0.0
